Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Year,Month,Day,Hour,Minute,Second
294.86,1,2417.24,0,1,0,4,487.81,0,2,3690.41,2,1,0,2023,10,22,13,58,0
23.63,1,55446.81,2,0,0,6,61.92,2,1,4754.06,2,0,0,2023,5,27,17,3,0
84.94,2,31165.77,1,0,0,12,402.79,2,0,1622.87,0,1,0,2023,11,28,3,37,0
17.46,0,74357.83,0,0,0,3,428.63,2,2,3056.87,3,0,0,2023,4,24,20,32,0
143.42,3,1621.36,2,0,1,10,279.23,2,1,2778.86,2,0,1,2023,7,7,9,23,0
67.56,2,12643.57,1,0,0,1,267.49,2,1,2898.45,1,0,0,2023,6,7,21,24,0
6.42,3,20128.1,0,0,0,5,223.15,2,1,1624.76,3,1,0,2023,4,28,11,1,0
83.43,3,8818.21,1,1,1,7,126.41,4,1,4227.99,1,0,1,2023,7,26,9,47,0
23.16,0,74263.32,0,0,0,13,306.68,0,3,2110.3,1,0,0,2023,9,1,6,43,0
41.11,3,21989.01,1,0,1,12,425.51,4,3,4185.86,1,0,1,2023,2,1,7,22,0
123.92,1,27130.39,0,1,0,13,195.47,4,0,4755.02,3,0,1,2023,8,20,4,0,0
197.84,0,87817.45,2,0,1,10,231.1,2,1,790.62,3,0,0,2023,11,17,4,8,0
73.88,1,77817.15,2,0,0,13,24.24,0,0,4774.47,1,0,0,2023,11,5,17,39,0
155.57,2,15093.86,2,0,0,4,221.5,2,2,2759.45,0,0,0,2023,9,24,13,47,0
4.67,3,79996.8,1,0,0,11,202.8,0,0,727.46,1,0,0,2023,1,11,4,32,0
110.49,0,5206.05,0,0,0,12,356.67,0,1,2224.47,0,0,0,2023,1,20,4,33,0
176.19,0,40097.42,2,0,0,8,446.22,2,2,624.16,2,0,0,2023,11,3,17,16,0
72.25,3,46295.95,1,0,0,1,360.86,1,0,55.06,0,1,0,2023,3,16,7,50,0
171.11,3,92277.5,2,0,0,4,37.55,0,1,1674.23,3,0,0,2023,7,26,21,9,0
16.76,2,21211.09,2,0,0,6,351.71,3,1,3237.51,3,0,0,2023,11,16,23,9,0
80.52,3,15340.43,0,0,0,8,196.34,4,1,3164.06,3,1,1,2023,8,18,19,10,0
65.66,3,16546.75,1,0,0,9,380.81,3,2,1536.56,0,0,1,2023,9,15,17,12,0
243.57,2,25300.54,1,0,0,7,163.49,1,0,2126.68,2,0,0,2023,10,15,10,49,0
156.61,2,66129.67,1,0,1,12,364.0,3,2,3309.54,0,1,0,2023,5,4,4,4,0
111.87,3,44726.96,1,0,0,8,434.48,3,0,3229.8,2,1,1,2023,6,25,16,56,0
138.8,3,35113.78,1,0,0,3,63.53,3,0,349.81,0,0,0,2023,10,8,22,30,0
56.05,3,79842.84,1,0,0,7,443.61,2,1,1969.01,1,1,0,2023,4,13,5,8,0
101.56,2,79765.63,0,0,0,1,230.78,2,1,4860.14,1,1,0,2023,4,13,7,3,0
29.63,3,21187.62,2,0,0,9,86.48,1,2,1316.47,0,0,0,2023,1,9,17,24,0
99.16,1,37219.07,0,0,0,8,332.87,1,3,4619.82,1,0,0,2023,11,24,3,21,0
173.31,3,3779.97,1,0,1,7,192.84,2,1,2497.19,1,0,0,2023,5,22,14,12,0
11.15,1,43004.19,1,0,1,9,287.2,3,2,4742.16,1,0,0,2023,9,23,14,24,0
24.15,3,28309.49,1,0,1,2,102.45,3,2,719.71,0,0,0,2023,12,6,22,41,0
262.32,3,58116.08,1,0,0,10,139.43,0,0,1391.19,2,0,0,2023,8,1,22,19,0
6.69,2,11285.7,1,0,0,2,449.32,4,0,2990.3,1,0,1,2023,5,27,9,36,0
114.36,3,9752.42,1,0,0,2,461.44,0,2,2320.37,0,0,1,2023,1,25,18,25,0
160.48,3,10877.36,1,0,0,1,184.64,0,0,1755.06,2,0,0,2023,2,7,13,54,0
232.38,1,56288.8,1,0,0,12,463.87,0,0,4464.41,0,0,1,2023,2,7,0,36,0
16.64,1,86214.4,0,0,0,6,25.04,4,1,4380.84,2,0,1,2023,1,15,4,20,0
91.4,1,35866.12,2,0,0,13,499.33,0,2,3673.31,2,0,0,2023,2,15,11,55,0
2.27,1,77189.97,0,0,0,5,70.06,3,3,4468.42,1,0,0,2023,8,22,7,19,0
154.51,0,9566.57,2,0,0,12,99.26,1,1,2893.59,3,0,1,2023,7,18,5,42,0
200.63,0,98245.2,2,0,0,14,56.78,4,2,4151.33,0,0,1,2023,8,3,0,43,0
143.71,0,11089.29,0,0,0,11,124.51,4,1,97.79,2,1,1,2023,1,1,2,9,0
55.49,2,28207.38,1,0,0,5,206.84,3,0,566.18,0,0,0,2023,3,13,18,26,0
42.06,1,49367.93,2,0,0,2,451.44,3,3,4015.95,1,1,0,2023,5,17,22,59,0
98.68,3,95447.48,2,1,0,3,223.25,1,1,197.16,0,1,0,2023,1,28,21,59,0
86.63,1,46858.84,0,0,0,9,136.92,4,2,2471.51,1,1,1,2023,6,25,14,46,0
118.5,1,49647.04,1,0,0,5,457.13,0,3,3827.44,2,0,0,2023,2,20,14,55,0
92.94,0,69516.85,2,0,0,10,92.95,0,3,2541.61,0,0,1,2023,5,26,18,41,0
9.0,0,6352.3,2,0,1,13,103.89,1,1,2868.08,0,1,0,2023,2,18,21,44,0
98.22,3,3897.19,2,0,0,8,432.6,1,1,3367.32,0,0,0,2023,12,22,20,12,0
25.68,1,68497.58,1,0,0,2,89.55,3,2,4512.76,0,0,0,2023,1,17,20,4,0
43.7,2,48221.72,1,0,0,6,273.01,2,2,3703.69,0,1,0,2023,1,11,5,6,0
59.01,1,51884.59,2,0,0,3,388.27,1,3,1155.0,0,1,0,2023,8,2,15,58,0
34.4,1,24505.25,0,0,0,3,235.13,3,2,1035.16,1,1,0,2023,5,17,9,14,0
25.48,0,61663.63,0,0,0,10,485.39,1,3,4623.51,0,0,0,2023,1,20,16,17,0
438.56,1,97218.0,1,0,0,10,435.73,0,1,4464.29,0,0,0,2023,12,10,12,12,0
47.95,2,70753.79,2,0,0,1,106.47,4,1,2712.34,1,0,1,2023,8,14,7,50,0
62.6,3,43984.24,0,0,0,12,31.81,4,0,3067.29,0,1,1,2023,8,5,20,57,0
22.97,0,16338.73,1,0,0,9,147.5,4,3,2231.08,2,0,1,2023,11,8,2,27,0
31.59,2,8789.76,0,0,0,14,427.26,1,0,3249.93,1,0,0,2023,11,3,17,6,0
7.7,0,69331.05,0,0,0,10,37.23,0,3,3060.06,0,0,0,2023,8,12,0,17,0
166.91,1,56339.2,0,0,0,10,234.9,1,2,1160.06,3,1,0,2023,12,27,14,49,0
2.64,2,25480.53,2,0,0,14,389.14,4,3,701.84,2,0,1,2023,3,22,6,51,0
198.43,0,44725.12,1,0,0,9,122.62,4,3,4482.06,2,0,1,2023,2,28,1,56,0
79.84,2,99767.69,1,1,0,9,347.45,4,0,509.23,2,0,1,2023,9,11,19,47,0
113.99,2,8118.56,1,0,0,4,233.99,4,0,4588.11,1,0,1,2023,3,4,23,58,0
8.48,1,79517.1,2,0,0,14,126.6,2,2,2048.06,2,0,0,2023,4,15,9,14,0
303.22,2,46267.95,1,0,0,14,98.42,4,1,161.04,2,0,1,2023,5,6,21,14,0
16.26,1,85583.96,0,0,1,11,77.95,2,0,4496.57,2,0,1,2023,10,20,9,18,0
31.06,2,58005.44,1,0,0,7,185.67,2,3,3173.4,3,0,0,2023,4,11,14,53,0
79.35,1,30068.53,1,0,0,14,33.71,4,1,1049.46,3,1,1,2023,11,28,10,21,0
49.3,1,10879.48,2,0,0,2,220.42,0,1,1771.78,0,0,0,2023,1,5,18,45,0
165.64,3,48802.16,1,0,0,8,323.35,4,0,1207.62,2,0,1,2023,3,28,17,19,0
6.88,0,20900.46,2,0,0,4,291.81,4,1,3226.72,2,1,1,2023,6,7,10,44,0
228.91,2,34061.29,1,0,0,6,181.33,3,0,3623.02,1,0,0,2023,12,13,9,28,0
54.74,0,35147.75,0,0,0,6,18.49,4,0,2622.71,2,0,1,2023,3,20,1,21,0
50.99,2,31910.87,1,0,0,2,286.44,4,0,4053.83,1,0,1,2023,6,26,17,58,0
174.79,3,77458.86,0,0,0,7,157.84,1,0,3403.65,1,0,0,2023,3,6,16,51,0
3.32,3,42504.51,0,0,0,3,259.03,1,1,115.75,2,0,1,2023,11,16,12,11,0
23.56,2,43880.35,0,0,0,7,69.19,0,3,291.78,0,1,0,2023,1,21,19,43,0
169.55,1,98826.97,1,0,0,14,233.61,0,2,2787.99,0,0,0,2023,11,8,8,0,0
29.1,0,64408.3,1,0,0,14,210.88,2,2,3185.6,1,1,0,2023,11,24,22,55,0
10.59,3,14851.78,2,0,0,12,136.67,0,0,2730.21,1,0,0,2023,7,28,15,39,0
8.27,2,2707.25,0,0,0,4,219.84,4,3,757.24,0,0,1,2023,8,27,9,11,0
25.24,0,64008.83,0,0,1,1,144.53,1,1,4995.48,1,0,0,2023,8,11,18,58,0
38.9,2,40753.26,0,0,0,2,483.92,0,1,490.55,0,0,0,2023,10,27,12,23,0
324.3,0,35927.05,0,0,0,7,441.93,1,3,4820.02,2,0,0,2023,1,19,19,57,0
21.06,1,74804.06,2,0,0,7,416.03,2,0,1144.04,2,1,0,2023,1,14,23,38,0
141.77,0,60354.79,1,0,0,14,72.45,2,1,3863.16,2,0,0,2023,4,12,13,41,0
70.51,3,82214.97,0,0,0,11,229.88,4,0,4660.62,3,1,1,2023,3,10,7,55,0
71.61,3,90427.05,1,0,0,3,400.12,0,0,1828.21,1,0,0,2023,6,4,17,58,0
100.79,2,3337.71,0,0,0,3,499.55,4,1,4033.12,0,1,1,2023,4,5,7,43,0
65.53,1,18974.3,0,0,0,6,463.34,4,2,798.43,2,0,1,2023,1,8,21,52,0
95.5,3,29130.9,0,0,0,3,268.24,0,3,1797.43,2,1,0,2023,5,29,17,39,0
111.06,2,16137.13,1,0,0,10,374.87,0,2,4095.85,3,0,0,2023,7,14,6,52,0
55.7,3,85397.01,2,0,0,3,432.12,4,2,3679.96,0,0,1,2023,5,2,8,5,0
28.26,1,71874.91,0,0,0,12,56.25,2,3,2113.08,0,1,0,2023,11,3,17,8,0
213.9,1,45325.38,0,0,0,8,20.23,0,1,4179.55,2,0,0,2023,2,21,11,48,0
51.35,2,42737.63,0,0,0,4,363.1,2,2,2997.35,1,0,0,2023,1,24,0,16,0
121.97,1,52529.82,0,0,0,13,274.24,3,2,92.34,2,1,0,2023,11,26,7,35,0
118.55,1,27490.08,2,0,0,7,76.64,2,1,2667.38,1,0,0,2023,8,21,17,28,0
145.57,3,8850.27,0,0,0,13,378.76,4,2,4164.68,1,0,1,2023,3,19,13,53,0
208.2,3,35554.63,1,0,0,6,479.96,4,1,1049.65,1,0,1,2023,6,16,15,54,0
131.78,1,58702.52,2,0,0,12,414.15,3,2,4685.23,0,0,1,2023,11,2,5,40,0
23.99,1,67387.6,0,0,0,6,487.74,1,2,1951.51,2,1,0,2023,9,23,2,5,0
51.54,0,37805.84,0,0,0,8,339.23,2,2,3951.83,3,0,0,2023,6,21,7,42,0
129.94,2,32926.27,0,0,0,10,479.35,3,1,285.71,2,0,1,2023,6,14,22,12,0
267.83,2,22262.32,0,0,0,3,154.0,1,2,4093.38,2,0,0,2023,12,9,19,30,0
15.01,0,18874.24,0,0,0,12,493.82,1,0,1910.08,0,0,0,2023,4,12,1,50,0
45.15,2,28117.46,2,0,0,9,132.73,1,2,4686.55,2,0,0,2023,12,3,10,2,0
50.86,3,46732.41,1,0,1,7,46.27,0,2,4981.81,1,0,0,2023,3,28,6,17,0
132.45,2,50900.98,1,0,0,1,66.15,1,0,4133.85,1,1,1,2023,1,14,2,52,0
274.3,0,39110.84,2,0,0,5,71.75,1,2,909.19,0,1,0,2023,1,31,1,0,0
97.84,1,12904.06,1,0,1,4,94.05,0,3,2290.71,3,0,0,2023,5,26,15,35,0
279.74,0,54447.05,2,0,0,13,148.87,4,0,2578.03,2,1,1,2023,5,31,19,33,0
42.5,0,30687.31,2,0,0,5,33.37,1,1,3224.3,2,1,1,2023,5,24,9,32,0
73.75,1,11241.82,1,1,0,9,453.67,3,2,715.8,0,0,0,2023,1,9,22,6,0
58.47,1,44263.14,2,0,0,9,160.16,1,0,1019.95,3,0,0,2023,12,1,7,20,0
147.86,0,4598.1,2,0,0,9,287.23,4,0,1319.59,2,1,1,2023,9,7,0,41,0
18.53,3,13649.77,0,0,0,12,130.93,0,2,293.74,3,0,0,2023,2,24,3,34,0
74.14,1,74640.73,2,0,1,3,463.79,1,2,4850.95,0,0,0,2023,2,25,10,25,0
31.26,3,45621.46,1,0,1,12,13.82,0,3,2396.57,0,0,0,2023,12,5,7,35,0
0.72,0,27926.33,0,0,0,12,172.79,4,0,4578.89,3,0,1,2023,6,20,1,54,0
48.68,1,40163.96,0,0,0,11,240.22,1,0,154.05,3,0,1,2023,7,29,21,17,0
109.45,0,39298.08,2,0,0,5,224.6,0,1,1330.91,1,0,0,2023,2,21,22,11,0
149.2,0,26921.2,1,0,0,4,369.93,1,1,832.56,0,0,0,2023,8,22,6,56,0
59.3,0,35958.24,1,0,0,2,108.47,1,2,774.89,0,1,0,2023,2,8,3,11,0
4.31,1,35295.22,2,1,0,9,27.55,0,3,4224.72,0,0,0,2023,10,16,0,10,0
26.28,0,41623.15,2,0,0,5,56.27,1,3,2685.89,3,0,0,2023,9,30,11,59,0
121.53,2,79151.18,0,0,0,4,206.63,1,2,2334.48,1,1,0,2023,2,27,5,38,0
117.75,3,51442.68,0,0,0,8,402.23,3,3,2326.91,1,0,0,2023,2,17,12,57,0
81.64,3,54405.2,0,0,0,8,220.68,0,0,869.99,0,0,0,2023,10,11,20,8,0
138.0,1,23153.04,1,0,0,4,45.98,4,1,598.13,1,0,1,2023,6,13,7,46,0
54.98,0,82883.21,2,0,0,7,163.7,3,2,3212.42,2,0,0,2023,11,13,20,42,0
196.01,2,24652.43,1,0,0,8,190.69,4,2,666.02,2,0,1,2023,6,26,23,3,0
5.65,3,87442.63,2,0,0,2,252.98,2,2,4463.97,3,1,0,2023,11,13,20,20,0
13.26,1,25272.17,0,1,1,11,422.51,4,1,2580.0,3,0,1,2023,9,14,20,47,0
96.51,3,8891.3,2,0,0,13,53.2,0,1,1131.9,0,0,0,2023,12,3,22,10,0
13.31,0,17558.4,1,0,0,5,300.82,1,2,2891.84,3,1,0,2023,10,27,23,36,0
284.28,0,73012.85,2,0,0,8,153.52,4,1,208.2,3,0,1,2023,7,5,3,28,0
31.06,3,80192.5,1,0,1,12,233.61,0,2,4238.99,2,1,0,2023,6,22,5,1,0
47.58,0,65823.46,1,0,0,13,349.67,3,3,4214.62,1,0,0,2023,2,10,15,47,0
108.1,1,33436.03,0,0,0,9,415.11,3,1,4111.33,2,0,1,2023,8,21,16,56,0
39.31,2,13435.33,2,0,0,6,218.22,3,3,2200.83,0,1,1,2023,10,16,2,25,0
155.42,2,15154.87,1,0,0,11,329.73,3,1,1056.03,0,0,0,2023,9,16,22,11,0
42.26,3,71121.37,1,0,0,9,365.64,3,0,900.61,0,1,0,2023,11,24,18,49,0
159.37,1,82974.35,0,0,0,14,326.39,2,3,1979.99,2,1,0,2023,2,17,21,6,0
106.66,1,18940.31,2,1,0,2,243.57,3,3,3829.76,2,1,0,2023,1,6,12,32,0
252.82,3,14951.79,2,0,0,11,494.59,0,0,253.76,2,0,0,2023,10,13,5,55,0
28.21,1,47458.2,0,0,0,7,128.58,2,3,2615.67,2,1,0,2023,12,4,10,21,0
32.67,0,16637.08,0,0,0,9,391.41,1,2,1983.69,0,0,1,2023,11,15,23,37,0
13.83,1,39589.67,0,0,1,1,130.64,1,1,3800.5,3,0,0,2023,1,17,8,34,0
25.54,2,20326.22,0,0,0,7,297.06,2,1,1075.74,2,0,1,2023,12,28,16,38,0
118.66,0,32761.75,1,0,0,4,25.28,0,2,918.29,1,0,0,2023,2,18,6,54,0
540.62,3,75168.77,2,0,0,14,479.91,0,2,716.97,0,0,0,2023,4,4,22,4,0
150.27,3,6547.43,0,0,0,14,203.92,3,3,2135.04,1,0,0,2023,12,22,14,17,0
26.05,2,67820.24,1,0,0,6,340.79,4,3,904.99,3,1,1,2023,9,21,12,43,0
135.36,1,79423.09,1,1,0,7,393.53,1,1,316.86,0,0,0,2023,11,15,13,3,0
44.76,1,29502.64,1,0,0,6,395.36,4,0,379.04,2,1,1,2023,11,19,16,2,0
48.63,3,62846.69,2,0,0,6,486.28,3,1,4886.5,3,0,1,2023,3,13,14,32,0
108.06,0,42319.03,2,0,0,6,126.73,3,1,3696.41,0,0,1,2023,2,12,1,3,0
0.24,0,15011.7,0,0,0,3,182.08,1,0,4530.1,2,1,0,2023,4,1,14,47,0
63.17,0,42804.81,2,0,0,11,148.91,2,3,514.38,3,0,0,2023,4,30,10,21,0
45.42,1,85861.15,1,0,0,4,227.62,1,0,3769.48,0,0,0,2023,8,15,13,10,0
41.44,2,95052.5,2,0,0,11,462.58,4,1,118.33,2,0,1,2023,11,21,7,32,0
97.38,1,36277.35,0,0,0,3,350.75,4,1,2943.81,1,0,1,2023,11,13,14,27,0
116.14,2,87660.04,1,0,1,3,115.54,4,1,867.5,3,0,1,2023,9,29,1,27,0
155.38,0,85395.91,1,0,0,11,98.44,2,0,1278.2,1,0,1,2023,3,24,1,45,0
88.55,2,79465.37,1,0,0,3,405.52,2,3,2731.88,1,0,0,2023,8,11,0,53,0
75.88,1,81523.45,2,0,0,9,158.52,2,3,1693.66,1,0,0,2023,9,23,4,24,0
136.49,2,54426.63,0,0,0,4,124.88,0,2,1196.46,1,1,0,2023,6,19,10,57,0
19.75,3,21590.61,1,0,0,1,248.08,1,0,2097.26,1,0,0,2023,3,29,1,8,0
83.3,1,72956.76,2,0,0,8,344.14,0,0,442.54,2,1,0,2023,8,25,8,21,0
86.17,2,60460.33,1,0,0,10,308.43,0,2,923.52,2,0,0,2023,9,25,2,1,0
298.58,0,95151.86,0,0,0,11,256.62,4,2,4647.39,1,0,1,2023,12,19,7,8,0
236.91,3,85649.24,0,0,0,5,335.84,4,1,4901.77,3,0,1,2023,3,3,23,24,0
143.01,2,41687.93,2,0,1,11,409.61,4,1,3144.42,0,1,1,2023,9,30,10,55,0
185.92,1,84983.76,1,0,0,6,265.55,0,1,1414.54,1,0,0,2023,12,2,13,34,0
99.8,0,36079.32,2,0,0,7,234.08,2,0,2701.93,3,1,0,2023,5,15,2,26,0
11.78,3,8530.07,2,1,0,10,397.5,2,2,3443.5,3,0,1,2023,9,12,16,19,0
249.3,1,72166.91,0,0,0,11,362.53,3,3,1236.77,2,0,0,2023,4,14,17,18,0
463.97,3,27875.56,1,0,0,9,254.62,4,3,4096.05,1,1,1,2023,8,22,23,26,0
293.29,3,44028.9,2,1,0,11,284.69,2,1,2561.41,2,0,0,2023,1,21,20,37,0
31.15,3,79441.01,0,0,0,9,222.18,2,1,2087.49,2,1,0,2023,8,5,8,10,0
91.34,1,15618.49,1,0,0,12,157.49,0,0,1229.29,3,0,1,2023,7,4,6,56,0
55.57,1,23675.06,2,0,0,14,415.62,4,1,3227.72,3,1,1,2023,9,13,20,48,0
94.8,3,43638.71,0,0,0,14,395.13,0,0,3669.28,2,0,0,2023,2,17,7,39,0
110.83,2,4601.91,2,0,0,2,54.64,3,2,1639.08,0,1,0,2023,10,27,22,29,0
31.8,0,36247.2,1,0,0,11,263.5,3,2,2452.82,3,0,0,2023,12,25,1,31,0
105.39,1,84287.55,0,0,0,6,179.15,0,1,2124.88,3,0,0,2023,9,26,7,0,0
1.18,1,26554.29,2,1,0,14,268.99,0,2,412.29,2,1,0,2023,9,10,1,44,0
13.68,1,7696.95,0,0,0,8,398.43,4,2,1444.71,3,0,1,2023,5,1,12,33,0
107.74,1,14974.6,2,0,0,13,203.78,3,1,2013.67,2,0,0,2023,4,11,1,52,0
236.29,2,84805.09,1,0,0,4,92.36,1,0,2365.25,2,1,0,2023,4,18,0,12,0
29.26,3,54615.96,1,0,0,7,337.18,4,3,1550.7,0,0,1,2023,6,19,13,59,0
329.82,2,85373.41,1,0,0,3,239.3,3,3,4502.18,3,0,1,2023,2,12,23,34,0
3.19,1,84348.99,1,0,0,7,77.54,0,3,2137.18,0,0,0,2023,7,21,7,35,0
68.95,0,81652.89,2,0,0,4,479.59,3,2,3882.2,0,0,0,2023,1,7,9,6,0
30.67,2,67985.04,0,0,0,8,198.81,2,0,4334.65,3,0,0,2023,7,16,13,28,0
344.55,1,19096.63,0,0,1,9,66.33,0,3,35.05,1,0,0,2023,5,12,19,24,0
46.22,3,54075.53,1,0,0,6,214.39,0,1,4455.07,1,0,0,2023,4,29,7,17,0
178.77,1,24924.71,2,0,0,14,445.11,1,1,1627.86,2,0,0,2023,8,6,3,55,0
195.29,1,67551.83,2,0,0,3,153.82,0,2,2556.08,2,1,0,2023,7,13,5,0,0
20.49,1,60579.22,2,0,0,3,220.97,1,0,385.4,2,0,0,2023,5,22,17,56,0
8.5,1,34419.81,1,0,0,3,416.86,2,3,158.82,1,0,0,2023,6,24,22,33,0
259.43,3,22421.19,2,0,1,9,476.43,4,2,297.86,0,1,1,2023,9,11,21,50,0
9.84,2,80513.95,1,0,0,5,16.09,4,0,1080.13,2,0,1,2023,7,16,5,37,0
172.37,1,97126.44,1,0,1,8,165.14,1,2,1236.57,1,0,0,2023,10,20,1,25,0
30.47,3,89581.56,2,0,0,4,84.52,4,2,4985.32,0,0,1,2023,1,2,8,3,0
38.72,3,76740.82,0,0,0,2,278.97,2,3,3841.12,0,0,0,2023,9,28,22,1,0
252.39,0,30751.59,0,1,0,14,349.91,0,3,1069.42,1,0,0,2023,1,28,11,10,0
114.62,3,30751.76,2,0,0,11,361.75,1,0,247.44,3,0,0,2023,8,28,20,56,0
102.21,1,24707.21,1,0,0,4,248.02,1,2,397.56,1,1,0,2023,8,29,17,56,0
170.55,2,79657.97,0,0,0,8,497.77,3,2,2155.11,1,0,0,2023,5,27,11,3,0
137.32,1,70880.6,2,0,1,9,258.64,3,0,4909.1,1,0,0,2023,8,8,3,4,0
140.39,0,89998.54,1,0,0,4,111.01,4,0,1360.56,3,0,1,2023,7,29,4,22,0
81.27,0,89061.37,2,0,0,4,259.8,4,0,3763.66,3,1,1,2023,10,11,11,52,0
240.25,1,11638.98,2,0,1,11,30.07,1,2,417.29,0,1,0,2023,9,20,11,16,0
1.09,3,85311.98,2,0,0,6,111.7,1,0,951.81,0,0,0,2023,6,19,15,16,0
67.11,1,90456.28,2,0,0,4,358.51,3,0,3420.18,1,0,1,2023,7,5,7,23,0
5.72,1,59607.0,2,0,0,3,471.34,0,0,2966.96,2,0,0,2023,11,13,8,9,0
127.27,1,83929.95,0,0,0,13,245.32,3,0,410.25,3,0,1,2023,12,22,20,44,0
21.64,0,40252.25,1,0,0,9,133.91,2,3,3417.67,1,1,0,2023,3,16,14,28,0
30.15,3,46498.39,2,0,0,1,256.46,0,3,1222.33,0,0,0,2023,11,21,13,52,0
59.11,1,5762.21,0,0,0,6,168.4,2,1,3282.65,1,0,0,2023,2,27,6,26,0
203.42,2,96063.59,2,0,0,8,353.65,3,1,4931.28,0,1,0,2023,2,9,23,55,0
19.38,2,66261.38,1,0,0,11,55.27,3,1,1008.56,3,0,0,2023,2,20,17,41,0
22.32,2,99305.23,0,0,0,9,14.54,0,1,250.16,3,0,1,2023,4,29,11,30,0
22.79,1,30127.02,1,0,0,12,333.6,3,3,2303.37,3,0,0,2023,11,28,4,29,0
183.91,2,19797.06,2,0,0,7,117.01,4,1,4089.77,0,0,1,2023,2,28,14,22,0
2.85,0,86300.61,2,0,1,4,355.85,4,3,1646.84,0,0,1,2023,12,5,16,53,0
256.68,0,30301.09,2,0,0,13,487.1,1,0,2628.87,2,1,0,2023,2,3,19,19,0
37.78,2,36714.07,2,0,0,7,148.83,3,2,3490.44,0,1,0,2023,2,6,18,1,0
6.99,2,28732.18,2,0,0,14,11.73,3,2,4378.99,2,0,0,2023,11,23,23,52,0
46.14,2,46623.01,2,0,0,9,274.42,1,3,4562.96,1,0,0,2023,10,20,17,39,0
224.64,3,43152.02,2,0,0,9,478.49,2,2,3653.14,1,1,0,2023,9,18,23,38,0
16.16,0,73362.84,1,0,0,3,79.19,1,1,416.19,1,0,0,2023,8,6,18,20,0
91.94,1,36054.38,0,1,0,7,290.99,4,1,1465.11,0,0,1,2023,5,27,18,54,0
74.91,2,53029.68,2,0,0,5,227.62,3,0,4413.71,0,0,1,2023,1,26,11,11,0
491.06,3,22862.05,1,0,0,2,479.66,4,2,2929.44,2,0,1,2023,10,22,0,38,0
247.39,3,30585.03,0,0,1,13,117.92,4,3,1785.13,1,1,1,2023,2,23,1,18,0
96.73,2,70201.26,0,0,1,6,99.47,3,0,145.4,1,1,1,2023,9,11,2,4,0
14.2,0,20564.29,1,0,0,6,106.33,2,0,3956.52,1,0,0,2023,3,2,11,16,0
90.5,2,26389.6,0,0,0,14,178.87,4,1,3506.39,0,0,1,2023,5,5,4,47,0
52.11,1,27726.28,1,0,0,5,372.71,1,2,1681.65,0,1,1,2023,9,25,5,38,0
243.9,1,2396.37,2,0,1,13,221.14,0,0,137.45,0,0,1,2023,8,5,22,12,0
19.03,3,8912.34,0,0,0,4,197.34,4,3,2081.75,3,1,1,2023,11,28,12,29,0
62.14,2,54637.28,0,1,0,11,196.9,0,3,3081.58,1,0,1,2023,3,17,19,4,0
110.5,2,6750.77,0,0,0,11,167.9,3,3,3068.44,3,0,0,2023,3,30,21,37,0
31.52,0,16677.64,1,0,1,8,146.88,4,2,3408.18,3,1,1,2023,2,27,19,47,0
29.15,3,19576.62,1,0,0,10,363.42,4,3,907.41,0,1,1,2023,4,18,9,38,0
8.92,1,74320.87,2,0,0,7,82.65,2,2,1308.75,1,0,0,2023,1,6,17,43,0
6.29,1,73296.96,1,0,0,10,112.27,4,1,958.74,0,1,1,2023,6,2,19,30,0
97.05,0,94988.37,2,0,0,5,488.93,4,1,1550.5,2,0,1,2023,12,31,15,11,0
24.46,1,14128.26,0,0,0,6,38.58,4,3,4108.18,0,0,1,2023,3,18,14,55,0
66.25,2,10713.16,2,0,0,3,152.74,4,2,1567.63,1,0,1,2023,4,8,9,5,0
95.23,3,82457.54,2,0,0,14,40.01,3,3,2995.67,0,0,0,2023,12,11,13,26,0
239.08,3,34988.21,2,0,0,1,212.95,4,0,452.28,3,1,1,2023,9,6,6,32,0
72.0,1,30083.28,2,0,0,8,245.28,1,2,1061.48,2,0,0,2023,1,13,17,8,0
488.53,0,62541.88,1,1,0,5,162.43,1,3,255.44,0,1,0,2023,12,2,5,5,0
151.4,2,5869.8,1,0,0,6,337.12,4,1,2225.45,1,0,1,2023,8,27,5,25,0
212.61,2,50425.65,0,0,0,10,66.55,1,1,560.01,0,1,0,2023,10,2,6,1,0
150.02,1,62767.72,0,0,0,8,33.78,2,0,2345.59,3,0,0,2023,8,21,21,44,0
122.8,2,72460.76,2,0,0,1,52.53,3,1,653.02,3,0,0,2023,3,18,18,13,0
144.07,2,77565.57,0,0,0,9,196.27,1,0,3789.76,1,1,0,2023,1,23,14,43,0
23.11,3,76533.25,2,0,0,1,86.43,2,3,4260.39,3,0,0,2023,10,9,19,2,0
24.81,1,57855.62,1,1,0,1,381.75,3,1,1572.59,1,0,1,2023,12,10,2,39,0
479.27,0,3892.29,0,0,0,3,429.97,0,2,2052.8,3,0,0,2023,7,30,19,6,0
223.57,1,21874.59,2,0,0,4,350.96,3,1,901.51,3,0,0,2023,9,17,21,30,0
14.16,3,62435.1,0,0,0,1,313.31,4,1,2864.51,1,0,1,2023,4,5,14,43,0
